ID,TANAP ID,Indexnr,Archief Amsterdam of Zeeland?,Deel,Folio-begin,Folio-eind,Scan-begin,Scan-Eind,Enkel gescanned of dubbel?,RGP Deel,RGP START,Jaar,Beschrijving,Datum,Datum (nummeriek),LINK naar eerste scan,Bestandsnaam van eerste scan,LINK naar laatste scan,Bestandsnaam van laatste scan,HTR van IJsberg beschikbaar?
192,16224,1285,A,,65,89,161,210,Enkel,3,#N/A,1672,"Copie missiven [en een register] aan de seventhiene door den generael en de raden in datis 20 Februarij, 31 Julij [2x], 27 Augustus en 22 September 1672.","20 februarij, 31 julij, 27 augustus en 22 september 1672",20-02 & 31-07 & 27-08 & 22-09-1672,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1285/file/NL-HaNA_1.04.02_1285_0161,NL-HaNA_1.04.02_1285_0161,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1285/file/NL-HaNA_1.04.02_1285_0210,NL-HaNA_1.04.02_1285_0210,FALSE
193,16231,1285,A,,149,153,345,355,Enkel,3,834,1672,Originele missive van den generaal en raden aan de seventhiene in dato 13 December 1672., 13 December 1672.,13-12-1672,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1285/file/NL-HaNA_1.04.02_1285_0345,NL-HaNA_1.04.02_1285_0345,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1285/file/NL-HaNA_1.04.02_1285_0355,NL-HaNA_1.04.02_1285_0355,FALSE
194,16233,1285,A,,155,346,361,744,Enkel,3,835,1673,Copie generale missive van den generael en raden aan de seventhiene in dato 31 Januarij 1673., 31 Januarij 1673.,31-01-1673,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1285/file/NL-HaNA_1.04.02_1285_0361,NL-HaNA_1.04.02_1285_0361,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1285/file/NL-HaNA_1.04.02_1285_0744,NL-HaNA_1.04.02_1285_0744,FALSE
195,16714,1291,A,,1,49,23,116,Enkel,3,877,1673,"Originele generaele missive van den gouverneur generael Joan Maetsuijker ende raden van India tot Batavia geschreven aan de vergaderinge der seventiene, in dato 13 November 1673.", 13 November 1673.,13-11-1673,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1291/file/NL-HaNA_1.04.02_1291_0023,NL-HaNA_1.04.02_1291_0023,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1291/file/NL-HaNA_1.04.02_1291_0116,NL-HaNA_1.04.02_1291_0116,FALSE
196,16724,1291,A,,67,70,161,169,Enkel,3,893,1673,"Originele missive aen den vergaderingh der seventiene, in dato 23 December 1673 door den gouverneur generael Joan Maetsuijker en raden van Indien geschreven.", 23 December 1673 door den gouverneur generael Joan Maetsuijker en raden van Indien geschreven.,23-12-1673,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1291/file/NL-HaNA_1.04.02_1291_0161,NL-HaNA_1.04.02_1291_0161,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1291/file/NL-HaNA_1.04.02_1291_0169,NL-HaNA_1.04.02_1291_0169,FALSE
197,16725,1291,A,,71,192,191,438,Enkel,3,#N/A,1674,"Originele missive door den gouverneur generael Joan Maetsuijker en raden, dato 31 Januarij 1674 aen de vergaderingh der seventiene geschreven.", 31 Januarij 1674 aen de vergaderingh der seventiene geschreven.,31-01-1674,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1291/file/NL-HaNA_1.04.02_1291_0191,NL-HaNA_1.04.02_1291_0191,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1291/file/NL-HaNA_1.04.02_1291_0438,NL-HaNA_1.04.02_1291_0438,FALSE
198,16740,1291,A,,276,277,631,633,Enkel,3,#N/A,1674,Originele missive door den gouverneur generael Joan Maetsuijcker particulier den 31 Januarij 1674 aen de vergaderingh der seventiene tot Amsterdam geschreven.,31 januarij 1674,31-01-1674,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1291/file/NL-HaNA_1.04.02_1291_0631,NL-HaNA_1.04.02_1291_0631,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1291/file/NL-HaNA_1.04.02_1291_0633,NL-HaNA_1.04.02_1291_0633,FALSE
199,17154,1297,A,,1,20,19,57,Enkel,3,919,1674,Originele generale missive door den generael [Joan Maetsuijker] en raden geschreven aen de vergaderingh van seventhiene in dato 8 October 1674., 8 October 1674.,8-10-1674,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_0019,NL-HaNA_1.04.02_1297_0019,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_0057,NL-HaNA_1.04.02_1297_0057,FALSE
200,17155,1297,A,,21,23,59,67,Enkel,3,#N/A,1674,Copie missive aen de vergaderingh van seventhiene door den generael [Joan Maatsuijker] en raden in dato 22 Februarij 1674., 22 Februarij 1674.,22-02-1674,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_0059,NL-HaNA_1.04.02_1297_0059,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_0067,NL-HaNA_1.04.02_1297_0067,FALSE
201,17161,1297,A,,41,132,97,281,Enkel,3,924,1674,Originele generale missive door den generael [Joan Maetsuijcker] en de raden aen de vergaderingh van seventhiene geschreven in dato 17 November 1674., 17 November 1674.,17-11-1674,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_0097,NL-HaNA_1.04.02_1297_0097,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_0281,NL-HaNA_1.04.02_1297_0281,FALSE
202,17227,1297,A,,861,864,1855,1861,Enkel,3,918,1674,Originele missive door den generael en de raden van India aen de vergaderingh van seventhiene geschreven in dato 22 Februarij 1674., 22 Februarij 1674.,22-02-1674,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_1855,NL-HaNA_1.04.02_1297_1855,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_1861,NL-HaNA_1.04.02_1297_1861,FALSE
203,169498,1251,A,,381,387,425,441,Dubbel,3,#N/A,1665,Copia missive door den gouverneur generael en raden dato 26 Februarij 1665 aen de vergadering der seventiene geschreven., 26 Februarij 1665 aen de vergadering der seventiene geschreven.,26-02-1665,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1251/file/NL-HaNA_1.04.02_1251_0425,NL-HaNA_1.04.02_1251_0425,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1251/file/NL-HaNA_1.04.02_1251_0441,NL-HaNA_1.04.02_1251_0441,FALSE
204,169500,1251,A,,1,362,29,406,Dubbel,3,484,1665,Originele generale missive van den gouverneur generael ende raden dato 30 Januarij 1665 aan de vergadering van de seventiene geschreven., 30 Januarij 1665 aan de vergadering van de seventiene geschreven.,30-01-1665,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1251/file/NL-HaNA_1.04.02_1251_0029,NL-HaNA_1.04.02_1251_0029,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1251/file/NL-HaNA_1.04.02_1251_0406,NL-HaNA_1.04.02_1251_0406,FALSE
205,9969,1201,A,,1,175,16,364,Enkel,3,#N/A,1655,Originele generale missive door gouverneur generael Joan Maetsuijker en raad aen de heeren seventien in dato 26 Januarij 1655., 26 Januarij 1655.,26-01-1655,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1201/file/NL-HaNA_1.04.02_1201_0016,NL-HaNA_1.04.02_1201_0016,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1201/file/NL-HaNA_1.04.02_1201_0364,NL-HaNA_1.04.02_1201_0364,FALSE
206,9970,1202,A,,1,175,9,356,Enkel,3,#N/A,1655,Originele generale missive door gouverneur generael Joan Maetsuijker en raad aen de heeren seventien in dato 26 Januarij 1655., 26 Januarij 1655.,26-01-1655,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1202/file/NL-HaNA_1.04.02_1202_0009,NL-HaNA_1.04.02_1202_0009,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1202/file/NL-HaNA_1.04.02_1202_0356,NL-HaNA_1.04.02_1202_0356,FALSE
207,10202,1208,A,,487,500,1053,1080,Enkel,3,#N/A,1655,Originele generale missive van den gouverneur generaal Joan Maetsuijcker ende raden van India aen de heeren bewindhebberen ter vergaderinge van zeventhiene tot Amsterdam in dato 1 April 1655., 1 April 1655.,1-04-1655,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1208/file/NL-HaNA_1.04.02_1208_1053,NL-HaNA_1.04.02_1208_1053,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1208/file/NL-HaNA_1.04.02_1208_1080,NL-HaNA_1.04.02_1208_1080,FALSE
208,10215,1208,A,,538,548,1173,1194,Enkel,3,#N/A,1655,Originele generale missive van den gouverneur generaal Joan Maetsuijcker ende raden van India aen de heeren bewindhebberen ter vergaderinge van zeventhiene tot Amsterdam in dato 12 Julij 1655., 12 Julij 1655.,12-07-1655,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1208/file/NL-HaNA_1.04.02_1208_1173,NL-HaNA_1.04.02_1208_1173,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1208/file/NL-HaNA_1.04.02_1208_1194,NL-HaNA_1.04.02_1208_1194,FALSE
209,10223,1209,A,,1,154,11,317,Enkel,3,4,1655,"Originele generale missive door Joan Maetsuijker gouverneur generael en raden van India aen de heren seventhien, in dato 24 December 1655.", 24 December 1655.,24-12-1655,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1209/file/NL-HaNA_1.04.02_1209_0011,NL-HaNA_1.04.02_1209_0011,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1209/file/NL-HaNA_1.04.02_1209_0317,NL-HaNA_1.04.02_1209_0317,FALSE
210,17193,1297,A,,261,382,559,803,Enkel,4,1,1675,Originele generale missive van den [gouverneur] generael en de raden aen de vergaderingh van de seventhiene geschreven in dato 31 Januarij 1675., 31 Januarij 1675.,31-01-1675,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_0559,NL-HaNA_1.04.02_1297_0559,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_0803,NL-HaNA_1.04.02_1297_0803,FALSE
211,17221,1297,A,,596,656,1267,1387,Enkel,4,21,1675,Originele generale missive door den [gouverneur] generael en de raden van Indien aen de vergaderingh van seventhiene geschreven in dato 28 Februarij 1675., 28 Februarij 1675.,28-02-1675,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_1267,NL-HaNA_1.04.02_1297_1267,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_1387,NL-HaNA_1.04.02_1297_1387,FALSE
212,17260,1297,A,,1063,1090,2295,2349,Enkel,4,38,1675,Originele generale missive door den generaal en de raden aan de vergaderingh van seventhiene geschreven in dato 29 Augustus 1675., 29 Augustus 1675.,29-08-1675,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_2295,NL-HaNA_1.04.02_1297_2295,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_2349,NL-HaNA_1.04.02_1297_2349,FALSE
213,17262,1297,A,,1092,1094,2355,2366,Enkel,4,42,1675,Originele missive van den generaal en de raden aan de vergaderingh van seventhiene geschreven in dato 25 September 1675., 25 September 1675.,25-09-1675,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_2355,NL-HaNA_1.04.02_1297_2355,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1297/file/NL-HaNA_1.04.02_1297_2366,NL-HaNA_1.04.02_1297_2366,FALSE
214,17891,1307,A,,1,134,35,310,Enkel,4,43,1675,Originele generale missive door den gouverneur generael en de raden van Indien geschreven aen de vergaderingh der heren seventiene in dato 23 November 1675., 23 November 1675.,23-11-1675,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0035,NL-HaNA_1.04.02_1307_0035,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0310,NL-HaNA_1.04.02_1307_0310,FALSE
215,17893,1307,A,,136,155,315,354,Enkel,4,#N/A,1675,Copia missive door den gouverneur generael en de raden van Indien aen de vergaderingh der seventiene over Engelant met 't schip London geschreven in dato 29 Augustij 1675., 29 Augustij 1675.,29-08-1675,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0315,NL-HaNA_1.04.02_1307_0315,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0354,NL-HaNA_1.04.02_1307_0354,FALSE
216,17894,1307,A,,156,159,355,363,Enkel,4,#N/A,1675,Copia missive door den gouverneur generael en de raden van Indien aen de vergaderingh der seventiene over Engelant met 't schip de Caesar geschreven in dato 25 September 1675., 25 September 1675.,25-09-1675,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0355,NL-HaNA_1.04.02_1307_0355,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0363,NL-HaNA_1.04.02_1307_0363,FALSE
217,17909,1307,A,,235,308,527,685,Enkel,4,83,1676,Originele generale missive door den gouverneur generael en de raden van Indien geschreven aende vergaderingh der seventiene in dato 7 Februarij 1676 [met voorafgaand ongefolieerd register der papieren]., 7 Februarij 1676 [met voorafgaand ongefolieerd register der papieren].,7-02-1676,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0527,NL-HaNA_1.04.02_1307_0527,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0685,NL-HaNA_1.04.02_1307_0685,FALSE
218,17927,1307,A,,399,401,883,887,Enkel,4,100,1676,Originele generale missive door den gouverneur generael ende raden van Indien geschreven aen de vergaderingh der seventiene dato 15 Februarij 1676., 15 Februarij 1676.,15-02-1676,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0883,NL-HaNA_1.04.02_1307_0883,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1307/file/NL-HaNA_1.04.02_1307_0887,NL-HaNA_1.04.02_1307_0887,FALSE
219,18748,1315,A,,1,84,17,185,Enkel,4,101,1676,Originele missive door den gouverneur generael ende raden van Indien uijt Batavia den 30 September 1676 aen de vergaderingh der heeren seventiene geschreven.,30 september 1676,30-09-1676,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1315/file/NL-HaNA_1.04.02_1315_0017,NL-HaNA_1.04.02_1315_0017,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1315/file/NL-HaNA_1.04.02_1315_0185,NL-HaNA_1.04.02_1315_0185,FALSE
220,18750,1315,A,,91,206,209,446,Enkel,4,125,1676,Originele missive door den gouverneur generael ende raden van Indien uijt Batavia den 28 November 1676 aen de vergaderingh der seventiene geschreven.,28 november 1676,28-11-1676,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1315/file/NL-HaNA_1.04.02_1315_0209,NL-HaNA_1.04.02_1315_0209,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1315/file/NL-HaNA_1.04.02_1315_0446,NL-HaNA_1.04.02_1315_0446,FALSE
221,18776,1315,A,,377,491,861,1091,Enkel,4,#N/A,1677,Originele generale missive door den gouverneur generael ende raden van Indien uijt Batavia den 13 Februarij 1677 aen de vergaderingh der seventiene geschreven [de folio's 417 en 418 zijn na 481 ingebonden].,13 februari 1677,13-02-1677,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1315/file/NL-HaNA_1.04.02_1315_0861,NL-HaNA_1.04.02_1315_0861,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1315/file/NL-HaNA_1.04.02_1315_1091,NL-HaNA_1.04.02_1315_1091,FALSE
222,18825,1315,A,,656,723,1326,1460,Enkel,4,171,1677,Originele missive door den gouverneur generael ende raden van Indien uijt Batavia den 5 Julij 1677 aen de vergaderingh der heeren seventiene geschreven.,5 julij 1677,5-07-1677,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1315/file/NL-HaNA_1.04.02_1315_1326,NL-HaNA_1.04.02_1315_1326,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1315/file/NL-HaNA_1.04.02_1315_1460,NL-HaNA_1.04.02_1315_1460,FALSE
223,19632,1323,A,,1,225,17,466,Enkel,4,183,1677,Originele generale missive door den gouverneur generael ende raden van Indien aen de vergaderingh der heeren seventiene geschreven in dato 24 November 1677., 24 November 1677.,24-11-1677,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_0017,NL-HaNA_1.04.02_1323_0017,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_0466,NL-HaNA_1.04.02_1323_0466,FALSE
224,19657,1323,A,,386,387,827,830,Enkel,4,217,1678,Originele missive van den generael ende den raden aen de heeren seventiene geschreven in dato 16 Januarij 1678 over Engeland ontfangen., 16 Januarij 1678 over Engeland ontfangen.,16-01-1678,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_0827,NL-HaNA_1.04.02_1323_0827,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_0830,NL-HaNA_1.04.02_1323_0830,FALSE
225,19675,1323,A,,516,602,1101,1275,Enkel,4,218,1678,Originele tweede generale missive van den gouverneur generael ende raden tot Batavia aen de heeren seventiene in dato 15 Februarij 1678 met de schepen van de tweede besendinge overgebracht., 15 Februarij 1678 met de schepen van de tweede besendinge overgebracht.,15-02-1678,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_1101,NL-HaNA_1.04.02_1323_1101,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_1275,NL-HaNA_1.04.02_1323_1275,FALSE
226,19727,1323,A,,699,706,1511,1525,Enkel,4,239,1678,Originele missive vanden generael ende raden aende vergaderingh vande seventiene in dato 7 Augustij 1678., 7 Augustij 1678.,7-08-1678,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_1511,NL-HaNA_1.04.02_1323_1511,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_1525,NL-HaNA_1.04.02_1323_1525,FALSE
227,19728,1323,A,,707,710,1531,1537,Enkel,4,238,1678,Originele missive vanden generael ende raden aende vergaderingh vande seventiene in dato 8 Meij 1678., 8 Meij 1678.,8-05-1678,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_1531,NL-HaNA_1.04.02_1323_1531,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1323/file/NL-HaNA_1.04.02_1323_1537,NL-HaNA_1.04.02_1323_1537,FALSE
228,20642,1331,A,,1,94,19,203,Enkel,4,242,1678,Originele generale missive van den gouverneur generael ende den raden van Indien in dato 21 December 1678 aen de vergaderingh der heeren seventiene., 21 December 1678 aen de vergaderingh der heeren seventiene.,21-12-1678,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0019,NL-HaNA_1.04.02_1331_0019,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0203,NL-HaNA_1.04.02_1331_0203,FALSE
229,20644,1331,A,,96,109,211,241,Enkel,4,#N/A,1678,Copie missive door den gouverneur generael en de raden van Indien in dato 3 Augustij 1678 over Engelant aen de vergaderingh der seventiene geschreven., 3 Augustij 1678 over Engelant aen de vergaderingh der seventiene geschreven.,3-08-1678,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0211,NL-HaNA_1.04.02_1331_0211,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0241,NL-HaNA_1.04.02_1331_0241,FALSE
230,20645,1331,A,,110,116,245,256,Enkel,4,#N/A,1678,-117 Copie missive door den gouverneur generael en de raden van Indien geschreven in dato 8 Meij 1678 over Engelant aen de vergaderingh der seventiene geschreven., 8 Meij 1678 over Engelant aen de vergaderingh der seventiene geschreven.,8-05-1678,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0245,NL-HaNA_1.04.02_1331_0245,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0256,NL-HaNA_1.04.02_1331_0256,FALSE
231,20646,1331,A,,118,119,259,262,Enkel,4,241,1678,Originele missive van den gouverneur generael ende raden van Indien in dato 28 November 1678 aen de vergaderingh der seventiene geschreven., 28 November 1678 aen de vergaderingh der seventiene geschreven.,28-11-1678,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0259,NL-HaNA_1.04.02_1331_0259,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0262,NL-HaNA_1.04.02_1331_0262,FALSE
232,20658,1331,A,,154,417,349,891,Enkel,4,262,1679,Originele generale missive door gouverneur generael en de raden van Indien in dato 13 Februarij 1679 aen de vergaderingh der seventiene geschreven., 13 Februarij 1679 aen de vergaderingh der seventiene geschreven.,13-02-1679,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0349,NL-HaNA_1.04.02_1331_0349,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1331/file/NL-HaNA_1.04.02_1331_0891,NL-HaNA_1.04.02_1331_0891,FALSE
233,20824,1333,A,,698,703,1611,1621,Enkel,4,309,1679,Originele missive door den gouverneur generael ende raden van Indien in dato 23 Februarij 1679 aen den vergaderingh der seventiene geschreven., 23 Februarij 1679 aen den vergaderingh der seventiene geschreven.,23-02-1679,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1333/file/NL-HaNA_1.04.02_1333_1611,NL-HaNA_1.04.02_1333_1611,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1333/file/NL-HaNA_1.04.02_1333_1621,NL-HaNA_1.04.02_1333_1621,FALSE
234,21563,1341,A,,1,6,855,860,Dubbel,4,311,1679,Originele generale missive door den gouverneur generael ende raden van Indien uijt Batavia in dato 7 Augustus 1679 aen de vergaderingh der heren seventiene geschreven [bevindt zich tussen folio 801 en 802]., 7 Augustus 1679 aen de vergaderingh der heren seventiene geschreven [bevindt zich tussen folio 801 en 802].,7-08-1679,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0855,NL-HaNA_1.04.02_1341_0855,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0860,NL-HaNA_1.04.02_1341_0860,FALSE
235,21565,1341,A,,9,67,13,72,Dubbel,4,312,1679,Originele generale missive door den gouverneur generael ende raden van Indien uijt Batavia in dato 10 October 1679 aen de vergaderingh der heren seventiene geschreven., 10 October 1679 aen de vergaderingh der heren seventiene geschreven.,10-10-1679,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0013,NL-HaNA_1.04.02_1341_0013,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0072,NL-HaNA_1.04.02_1341_0072,FALSE
236,21567,1341,A,,84,88,89,93,Dubbel,4,#N/A,1679,Copia missive door den gouverneur generael ende raden van Indien in dato 1 Augustij 1679 aen de vergadering der heren seventiene geschreven., 1 Augustij 1679 aen de vergadering der heren seventiene geschreven.,1-08-1679,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0089,NL-HaNA_1.04.02_1341_0089,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0093,NL-HaNA_1.04.02_1341_0093,FALSE
237,21579,1341,A,,155,671,171,694,Dubbel,4,318,1679,Originele generale missive door den gouverneur generael ende raden van Indien uijt Batavia in dato 11 December 1679 aen den vergaderingh der heren seventiene geschreven., 11 December 1679 aen den vergaderingh der heren seventiene geschreven.,11-12-1679,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0171,NL-HaNA_1.04.02_1341_0171,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0694,NL-HaNA_1.04.02_1341_0694,FALSE
238,21582,1341,A,,685,687,714,716,Dubbel,4,372,1679,Originele generale missive door den gouverneur generael ende raden van Indien in dato 14 December 1679 aen de vergaderingh der heren seventiene geschreven., 14 December 1679 aen de vergaderingh der heren seventiene geschreven.,14-12-1679,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0714,NL-HaNA_1.04.02_1341_0714,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1341/file/NL-HaNA_1.04.02_1341_0716,NL-HaNA_1.04.02_1341_0716,FALSE
239,21636,1342,A,,950,1301,47,752,Enkel,4,373,1680,Originele generale missive door den gouverneur generael ende raden van Indien uijt Batavia in dato 13 Maert 1680 nevens een post scriptum van den 15 Maert 1680 aen de vergadering der heren seventiene geschreven., 13 Maert 1680 nevens een post scriptum van den 15 Maert 1680 aen de vergadering der heren seventiene geschreven.,13-03-1680 & 15-03-1680,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1342/file/NL-HaNA_1.04.02_1342_0047,NL-HaNA_1.04.02_1342_0047,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/1342/file/NL-HaNA_1.04.02_1342_0752,NL-HaNA_1.04.02_1342_0752,FALSE
