Instelling,Toegangsnummer,Inventarisnummer,Aantal scans,METS link
NL-HaNA,1.04.02,9154,154,https://service.archief.nl/gaf/api/mets/v1/8bb41c9c-52ec-42cf-bdc1-924ba0016791
NL-HaNA,1.04.02,9155,200,https://service.archief.nl/gaf/api/mets/v1/db458019-65f6-489b-98c4-9cd2bf2d1fa4
NL-HaNA,1.04.02,9156,84,https://service.archief.nl/gaf/api/mets/v1/eb21b0b1-bb57-4f4c-96eb-6e4fd4dc29c6
NL-HaNA,1.04.02,9157,256,https://service.archief.nl/gaf/api/mets/v1/43612309-6ef1-4deb-bcf8-d3a42b379163
NL-HaNA,1.04.02,9158,246,https://service.archief.nl/gaf/api/mets/v1/da535498-6ace-400d-9c7e-1937b2f7aeef
NL-HaNA,1.04.02,9159,284,https://service.archief.nl/gaf/api/mets/v1/178ade20-a4fd-4be3-b86b-6a34529fa2e7
NL-HaNA,1.04.02,9160,274,https://service.archief.nl/gaf/api/mets/v1/2d42da7a-6de7-4769-ba70-665f49b853c6
NL-HaNA,1.04.02,9161,218,https://service.archief.nl/gaf/api/mets/v1/5e7a1c79-5240-4fb4-b1ed-960263ece1c1
NL-HaNA,1.04.02,9162,226,https://service.archief.nl/gaf/api/mets/v1/24f4a906-2d74-4036-a5ae-c12260db7e74
NL-HaNA,1.04.02,9163,180,https://service.archief.nl/gaf/api/mets/v1/12e7ac2f-32c3-4764-aff4-4d3bc264ccec
NL-HaNA,1.04.02,9164,176,https://service.archief.nl/gaf/api/mets/v1/ab66355c-96f1-4bf4-add5-5997adeb8972
NL-HaNA,1.04.02,9165,186,https://service.archief.nl/gaf/api/mets/v1/e5780243-8cb4-44dc-b94b-8603b3510db9
NL-HaNA,1.04.02,9166,114,https://service.archief.nl/gaf/api/mets/v1/2a27da98-dec6-4eea-b9a6-35ea1070d83b
NL-HaNA,1.04.02,9167,166,https://service.archief.nl/gaf/api/mets/v1/cb2fc11d-f95c-4217-b955-254e97e8d2f6
NL-HaNA,1.04.02,9168,108,https://service.archief.nl/gaf/api/mets/v1/4c30a850-3b02-4fe1-94be-db34fcf1f8be
NL-HaNA,1.04.02,9169,422,https://service.archief.nl/gaf/api/mets/v1/115dd7cb-d986-40e5-8a50-0de7fd1c2443
NL-HaNA,1.04.02,9170,36,https://service.archief.nl/gaf/api/mets/v1/fb32ec72-7e05-4aa4-abd5-32fcd359e60a
NL-HaNA,1.04.02,9171,32,https://service.archief.nl/gaf/api/mets/v1/5d158dc7-2aee-4115-a78d-1020a976c29c
NL-HaNA,1.04.02,9172,46,https://service.archief.nl/gaf/api/mets/v1/06a183ef-82c1-49cf-af96-5c6dcf429fb1
NL-HaNA,1.04.02,9173,150,https://service.archief.nl/gaf/api/mets/v1/29f2fcf9-1dfb-4eb7-a756-8f58d8c5e926
NL-HaNA,1.04.02,9174,114,https://service.archief.nl/gaf/api/mets/v1/1c4707fc-bde2-46ef-9657-c55a35d8050a
NL-HaNA,1.04.02,9175,38,https://service.archief.nl/gaf/api/mets/v1/7c19dd51-f702-4e3c-bbf9-d6de111410fa
NL-HaNA,1.04.02,9176,152,https://service.archief.nl/gaf/api/mets/v1/b982a428-6869-4183-bc6f-5def16907c61
NL-HaNA,1.04.02,9177,118,https://service.archief.nl/gaf/api/mets/v1/df1f131f-16b7-4725-b01c-031b04ba43cb
NL-HaNA,1.04.02,9178,170,https://service.archief.nl/gaf/api/mets/v1/ddf9b159-6977-4449-8cd1-1b70b54d3532
NL-HaNA,1.04.02,9179,92,https://service.archief.nl/gaf/api/mets/v1/e3e5acd8-33ef-4653-abc5-d9980a6b14e4
NL-HaNA,1.04.02,9180,300,https://service.archief.nl/gaf/api/mets/v1/c50b397b-96e5-4a88-a2d2-a4f7864f52f8
NL-HaNA,1.04.02,9181,270,https://service.archief.nl/gaf/api/mets/v1/635cd487-a364-4ebe-87f3-fe2471ee4dec
NL-HaNA,1.04.02,9182,498,https://service.archief.nl/gaf/api/mets/v1/132b47d1-64ba-4f60-9ca5-efdd0f02be66
NL-HaNA,1.04.02,9183,556,https://service.archief.nl/gaf/api/mets/v1/4435cbdc-646d-4194-9adf-9594ecd44c98
NL-HaNA,1.04.02,9184,608,https://service.archief.nl/gaf/api/mets/v1/86097bc1-0d9a-447b-8de5-aa368487447c
NL-HaNA,1.04.02,9185,332,https://service.archief.nl/gaf/api/mets/v1/d477b6b3-5f83-443a-8cc8-4472368e558f
NL-HaNA,1.04.02,9186,440,https://service.archief.nl/gaf/api/mets/v1/3228f72f-9ad7-48aa-970c-bc22e41e88b0
NL-HaNA,1.04.02,9187,194,https://service.archief.nl/gaf/api/mets/v1/d626a548-91d6-472b-860d-b4057d7d958d
NL-HaNA,1.04.02,9188,148,https://service.archief.nl/gaf/api/mets/v1/20cd2366-3447-422e-b845-5f788638f440
NL-HaNA,1.04.02,9189,214,https://service.archief.nl/gaf/api/mets/v1/886c1d22-86d7-4b9a-a88c-09676a412352
NL-HaNA,1.04.02,9190,510,https://service.archief.nl/gaf/api/mets/v1/f87a1931-ca5a-45e6-a616-c607e46ad3d0
NL-HaNA,1.04.02,9191,76,https://service.archief.nl/gaf/api/mets/v1/ff43e2bb-0941-40a8-b9df-ff481b3d7e1e
NL-HaNA,1.04.02,9192,280,https://service.archief.nl/gaf/api/mets/v1/cf4fce0c-467d-4878-9768-5bdd3e1f8db4
NL-HaNA,1.04.02,9193,178,https://service.archief.nl/gaf/api/mets/v1/5ac654cf-e003-45e0-a432-1a24b53b57a9
NL-HaNA,1.04.02,9194,580,https://service.archief.nl/gaf/api/mets/v1/ce33408a-adcb-4105-8d42-60f81ad4d6d9
NL-HaNA,1.04.02,9195,226,https://service.archief.nl/gaf/api/mets/v1/9736c2a2-c2dc-4f5a-af59-d345551f35b0
NL-HaNA,1.04.02,9196,640,https://service.archief.nl/gaf/api/mets/v1/9e8feec2-50b0-4895-aa5a-654beec1c2e1
NL-HaNA,1.04.02,9197,272,https://service.archief.nl/gaf/api/mets/v1/3ef002eb-ed78-4e3d-a0c0-ca34dc1a00c6
NL-HaNA,1.04.02,9198,224,https://service.archief.nl/gaf/api/mets/v1/c3df042f-8da9-4aef-b66c-37abf43efb14
NL-HaNA,1.04.02,9199,240,https://service.archief.nl/gaf/api/mets/v1/a40e386c-ade5-4bee-a509-4689c80fe4a4
NL-HaNA,1.04.02,9200,564,https://service.archief.nl/gaf/api/mets/v1/752e8b8a-2d14-4ea7-b9a3-60bd5829111d
NL-HaNA,1.04.02,9201,336,https://service.archief.nl/gaf/api/mets/v1/bef7ef0f-916d-40f8-b7ba-38830789fd1e
NL-HaNA,1.04.02,9202,340,https://service.archief.nl/gaf/api/mets/v1/1aac4b03-6e76-4ecd-95a4-b01ea6c58a41
NL-HaNA,1.04.02,9203,162,https://service.archief.nl/gaf/api/mets/v1/4c5af6a8-4309-4046-97d5-0f1ecfb489ea
NL-HaNA,1.04.02,9204,578,https://service.archief.nl/gaf/api/mets/v1/10b0c958-bf4d-42da-baab-3e3c61c03872
NL-HaNA,1.04.02,9205,368,https://service.archief.nl/gaf/api/mets/v1/396107e4-921c-4dba-881a-5cb164c21d65
NL-HaNA,1.04.02,9206,320,https://service.archief.nl/gaf/api/mets/v1/bcb9f660-acf5-42b6-bb06-57d81f60e75e
NL-HaNA,1.04.02,9207,448,https://service.archief.nl/gaf/api/mets/v1/e7bb572b-952d-4ff5-a608-f84bf2b17d55
NL-HaNA,1.04.02,9208,230,https://service.archief.nl/gaf/api/mets/v1/729e1547-eb0f-4721-b33d-d013231c02c7
NL-HaNA,1.04.02,9209,70,https://service.archief.nl/gaf/api/mets/v1/56bfa828-49f2-4926-893f-fe62502cc6c3
NL-HaNA,1.04.02,9210,148,https://service.archief.nl/gaf/api/mets/v1/ea4d703b-06eb-4a53-923d-84caa093df03
NL-HaNA,1.04.02,9211,206,https://service.archief.nl/gaf/api/mets/v1/754ff796-b8f4-4bda-b870-1e4297320d92
NL-HaNA,1.04.02,9212,244,https://service.archief.nl/gaf/api/mets/v1/5cde568a-4009-4200-a394-af1b12bd1a6d
NL-HaNA,1.04.02,9213,48,https://service.archief.nl/gaf/api/mets/v1/36b77f66-3610-41f3-951e-632c87b6e839
NL-HaNA,1.04.02,9214,126,https://service.archief.nl/gaf/api/mets/v1/91e4acf9-f2f4-4f86-9095-187e5c2268a6
NL-HaNA,1.04.02,9215,258,https://service.archief.nl/gaf/api/mets/v1/8b5e6618-ed67-42be-8d3b-c459b6799643
NL-HaNA,1.04.02,9216,546,https://service.archief.nl/gaf/api/mets/v1/f145bb07-5845-4dfa-bd27-dd3d9ac0e3e4
NL-HaNA,1.04.02,9217,200,https://service.archief.nl/gaf/api/mets/v1/42aa46f5-6a7b-47f8-849c-30b9d8d8ea23
NL-HaNA,1.04.02,9218,150,https://service.archief.nl/gaf/api/mets/v1/74f2174c-0a48-4856-94b2-cad9e970c892
NL-HaNA,1.04.02,9219,322,https://service.archief.nl/gaf/api/mets/v1/5ba88de8-cd5e-4f7b-b641-708b532c1823
NL-HaNA,1.04.02,9220,212,https://service.archief.nl/gaf/api/mets/v1/41da30fc-8428-473c-a977-7cae07e53136
NL-HaNA,1.04.02,9221,382,https://service.archief.nl/gaf/api/mets/v1/777141b8-d573-4c50-ad9c-9c405a2ea19c
NL-HaNA,1.04.02,9222,158,https://service.archief.nl/gaf/api/mets/v1/b2fbd9fd-f403-47ee-bd55-7506f1b48fa8
NL-HaNA,1.04.02,9223,74,https://service.archief.nl/gaf/api/mets/v1/26172499-945a-49b8-8ca4-e2007e0f4ed7
NL-HaNA,1.04.02,9224,464,https://service.archief.nl/gaf/api/mets/v1/cc926f05-ae62-4d94-a7fb-9d3c957316b4
NL-HaNA,1.04.02,9225,1055,https://service.archief.nl/gaf/api/mets/v1/cdedf68f-e3dd-483d-83ea-82dd42d305e4
NL-HaNA,1.04.02,9226,424,https://service.archief.nl/gaf/api/mets/v1/191fb785-0701-42e8-b2dd-ee18db4d8211
NL-HaNA,1.04.02,9227,464,https://service.archief.nl/gaf/api/mets/v1/48cb61d2-1b55-4708-ab3a-95c835d35a9e
NL-HaNA,1.04.02,9228,562,https://service.archief.nl/gaf/api/mets/v1/c98a022f-870e-40bb-bb2d-e9da42037d78
NL-HaNA,1.04.02,9229,442,https://service.archief.nl/gaf/api/mets/v1/1d88c0c0-bc07-493b-b9ee-2e3f92a51d3d
NL-HaNA,1.04.02,9230,370,https://service.archief.nl/gaf/api/mets/v1/3204ee0e-ef59-48fe-9f1a-56a8cd4fb3bd
NL-HaNA,1.04.02,9231,350,https://service.archief.nl/gaf/api/mets/v1/b06c15e3-b5ff-4172-ae19-b7f85ce612b6
NL-HaNA,1.04.02,9232,330,https://service.archief.nl/gaf/api/mets/v1/bf3a3f55-c1b7-4b54-b267-03edbc04b906
NL-HaNA,1.04.02,9233,408,https://service.archief.nl/gaf/api/mets/v1/38404355-5d48-4c77-9683-782dc5186644
NL-HaNA,1.04.02,9234,650,https://service.archief.nl/gaf/api/mets/v1/07fb62a6-25ad-480c-b864-819e9b369acd
NL-HaNA,1.04.02,9235,882,https://service.archief.nl/gaf/api/mets/v1/e9512a3b-cd70-4ff2-8230-62b9be509b3e
NL-HaNA,1.04.02,9236,714,https://service.archief.nl/gaf/api/mets/v1/531d352e-5c2f-4013-b3a0-a7bf02cf8845
NL-HaNA,1.04.02,9237,346,https://service.archief.nl/gaf/api/mets/v1/66d4acfe-6f84-49f6-8a3a-6cdb3f3c2144
NL-HaNA,1.04.02,9238,1140,https://service.archief.nl/gaf/api/mets/v1/812f8400-0683-4288-a2d3-a48a52547a22
NL-HaNA,1.04.02,9239,1258,https://service.archief.nl/gaf/api/mets/v1/11eb7881-2366-4022-b3d8-882595b2107d
NL-HaNA,1.04.02,9240,1218,https://service.archief.nl/gaf/api/mets/v1/874ad19f-a4a3-46f5-b386-92f32a4572ca
NL-HaNA,1.04.02,9241,1228,https://service.archief.nl/gaf/api/mets/v1/f39044c3-2b11-4b9b-b7ab-d73292baf670
NL-HaNA,1.04.02,9242,1214,https://service.archief.nl/gaf/api/mets/v1/48048f2f-e65b-4dff-b3a2-4ed11499b29c
NL-HaNA,1.04.02,9243,1328,https://service.archief.nl/gaf/api/mets/v1/f0243819-dae5-43a2-9850-e98a60480792
NL-HaNA,1.04.02,9244,1296,https://service.archief.nl/gaf/api/mets/v1/1a3cc328-ba1a-4062-8ec1-44d349b638cb
NL-HaNA,1.04.02,9245,1394,https://service.archief.nl/gaf/api/mets/v1/66022a78-dcac-4ac8-935b-9fb76f32bc7c
NL-HaNA,1.04.02,9246,1020,https://service.archief.nl/gaf/api/mets/v1/e1edefa3-2f86-46e9-9fff-8eeb9e6dd73e
NL-HaNA,1.04.02,9247,854,https://service.archief.nl/gaf/api/mets/v1/edfc3701-3428-4525-ab6d-940fcbdab988
NL-HaNA,1.04.02,9248,922,https://service.archief.nl/gaf/api/mets/v1/93260b90-e676-4c58-be79-570a1a3f1a7a
NL-HaNA,1.04.02,9249,634,https://service.archief.nl/gaf/api/mets/v1/2cd77b01-4bc3-45c0-ac1c-e9983ce0cb85
NL-HaNA,1.04.02,9250,754,https://service.archief.nl/gaf/api/mets/v1/5d88cd3f-207c-481c-b659-26039660fcf4
NL-HaNA,1.04.02,9251,932,https://service.archief.nl/gaf/api/mets/v1/19e704a8-3cd8-4257-b2f1-4b82b34546e6
NL-HaNA,1.04.02,9252,1150,https://service.archief.nl/gaf/api/mets/v1/781aaf54-b77c-4bd4-9b00-a553021d1b1c
NL-HaNA,1.04.02,9253,1114,https://service.archief.nl/gaf/api/mets/v1/5d517061-2427-437d-9279-32a88ede5fda
NL-HaNA,1.04.02,9254,1258,https://service.archief.nl/gaf/api/mets/v1/be93bf33-365f-4caa-8ff4-dafb39845a23
NL-HaNA,1.04.02,9255,1074,https://service.archief.nl/gaf/api/mets/v1/ba245d69-85c6-45d7-9d23-938de5d8236b
NL-HaNA,1.04.02,9256,1008,https://service.archief.nl/gaf/api/mets/v1/512471de-0e49-4d0f-88e0-2a089278b47e
NL-HaNA,1.04.02,9257,992,https://service.archief.nl/gaf/api/mets/v1/ba401ab0-48b7-4246-9fd1-4d5a79e75bc2
NL-HaNA,1.04.02,9258,824,https://service.archief.nl/gaf/api/mets/v1/f09ecf02-0056-4dd6-be4a-5ec95ed1d443
NL-HaNA,1.04.02,9259,692,https://service.archief.nl/gaf/api/mets/v1/fe737001-b578-4aee-96d3-73327375e2dd
NL-HaNA,1.04.02,9260,700,https://service.archief.nl/gaf/api/mets/v1/ac19f19b-e854-4764-ab32-b52e80b53574
NL-HaNA,1.04.02,9261,868,https://service.archief.nl/gaf/api/mets/v1/96b9b36a-a070-40a9-921c-23bd042ad8ac
NL-HaNA,1.04.02,9262,740,https://service.archief.nl/gaf/api/mets/v1/a9f9a913-4cc4-4846-b0a9-4cc3980b0911
NL-HaNA,1.04.02,9263,794,https://service.archief.nl/gaf/api/mets/v1/99aada3b-9dbe-4b61-9323-b96200d5323b
NL-HaNA,1.04.02,9264,744,https://service.archief.nl/gaf/api/mets/v1/6f6124b8-97b9-4d22-acd8-1480d26f33fb
NL-HaNA,1.04.02,9265,668,https://service.archief.nl/gaf/api/mets/v1/a917bb96-986d-4850-861f-a2f560ee5154
NL-HaNA,1.04.02,9266,682,https://service.archief.nl/gaf/api/mets/v1/cc8256dc-2233-432d-a77b-12343efdd852
NL-HaNA,1.04.02,9267,520,https://service.archief.nl/gaf/api/mets/v1/fcd375d5-4e65-403e-b39e-e559c4f58e79
NL-HaNA,1.04.02,9268,632,https://service.archief.nl/gaf/api/mets/v1/62d7b7db-9bea-4831-b109-ccaf5df92fc1
NL-HaNA,1.04.02,9269,586,https://service.archief.nl/gaf/api/mets/v1/db140616-56cc-4154-a072-1237992740f3
NL-HaNA,1.04.02,9270,918,https://service.archief.nl/gaf/api/mets/v1/f6f80db6-15ba-473e-ad6a-eb1e38bc503e
NL-HaNA,1.04.02,9271,904,https://service.archief.nl/gaf/api/mets/v1/04da843f-8808-4756-9e37-661fb11c7169
NL-HaNA,1.04.02,9272,438,https://service.archief.nl/gaf/api/mets/v1/7357c0aa-6384-4d28-b8bf-eb0a00de1c51
NL-HaNA,1.04.02,9273,662,https://service.archief.nl/gaf/api/mets/v1/2e1e01ad-77be-4fac-804f-49487e7d7f12
NL-HaNA,1.04.02,9274,396,https://service.archief.nl/gaf/api/mets/v1/6747c3fe-7d47-4e05-9aab-287b30284f7f
NL-HaNA,1.04.02,9275,448,https://service.archief.nl/gaf/api/mets/v1/f6869bff-0325-4bcc-9a81-aaa455025993
NL-HaNA,1.04.02,9276,640,https://service.archief.nl/gaf/api/mets/v1/bbbdb71b-2f11-4d67-b34a-a77b41c0051d
NL-HaNA,1.04.02,9277,394,https://service.archief.nl/gaf/api/mets/v1/3792008b-b4ae-4d4d-b29d-26ebee27b124
NL-HaNA,1.04.02,9278,362,https://service.archief.nl/gaf/api/mets/v1/5a8e2cc5-e0a2-4bc8-b62f-89c59e12ec63
NL-HaNA,1.04.02,9279,350,https://service.archief.nl/gaf/api/mets/v1/a3d73537-2917-4ead-b5fa-859efdc79459
NL-HaNA,1.04.02,9280,596,https://service.archief.nl/gaf/api/mets/v1/20d0284e-fde5-4598-ad2e-d686386bdd9d
NL-HaNA,1.04.02,9281,564,https://service.archief.nl/gaf/api/mets/v1/da2337ba-a9d2-430d-83da-f1891b2f6504
NL-HaNA,1.04.02,9282,484,https://service.archief.nl/gaf/api/mets/v1/6f7e04a2-846f-4f0d-96b3-bf48e53cc924
NL-HaNA,1.04.02,9283,1372,https://service.archief.nl/gaf/api/mets/v1/280dcb52-8241-4ecb-af2e-e4e020871164
NL-HaNA,1.04.02,9284,438,https://service.archief.nl/gaf/api/mets/v1/26b4d674-b55b-4119-a852-e38da7fd036f
NL-HaNA,1.04.02,9285,70,https://service.archief.nl/gaf/api/mets/v1/b3c01cc7-ab20-4f4b-b71b-935fb3e41b64
NL-HaNA,1.04.02,9286,580,https://service.archief.nl/gaf/api/mets/v1/ffacc3b0-faf8-41a0-a187-a1047c8c5a72
NL-HaNA,1.04.02,9287,286,https://service.archief.nl/gaf/api/mets/v1/1a574bac-3af4-45c0-96b4-d7a3e53590b8
NL-HaNA,1.04.02,9288,216,https://service.archief.nl/gaf/api/mets/v1/94754186-e14a-4961-98c7-0481cf2bd57e
NL-HaNA,1.04.02,9289,368,https://service.archief.nl/gaf/api/mets/v1/223a3492-32ac-496b-8dc5-adbbce382f59
NL-HaNA,1.04.02,9290,318,https://service.archief.nl/gaf/api/mets/v1/560f597d-d67a-4d68-a668-6bf5e5dea645
NL-HaNA,1.04.02,9291,402,https://service.archief.nl/gaf/api/mets/v1/5259e4f6-b749-481a-8f79-0cb86f6060ab
NL-HaNA,1.04.02,9292,224,https://service.archief.nl/gaf/api/mets/v1/41bc819b-e7cc-4735-931e-75895a28fa6a
NL-HaNA,1.04.02,9293,252,https://service.archief.nl/gaf/api/mets/v1/8046d4cd-c2f6-4156-a127-793de6966807
NL-HaNA,1.04.02,9294,518,https://service.archief.nl/gaf/api/mets/v1/8e911908-4206-482b-ac49-f980ed7d776b
NL-HaNA,1.04.02,9295,538,https://service.archief.nl/gaf/api/mets/v1/1f05b542-42c6-4e87-aeb8-6e0d9eb559f8
NL-HaNA,1.04.02,9296,462,https://service.archief.nl/gaf/api/mets/v1/940f1afd-d5ac-43e9-8069-720069071b33
NL-HaNA,1.04.02,9297,440,https://service.archief.nl/gaf/api/mets/v1/aed7cab9-87f3-46c1-a9b0-6e0b43a49246
NL-HaNA,1.04.02,9298,472,https://service.archief.nl/gaf/api/mets/v1/883808cf-e7a4-42f6-b6c1-a27478dc3cfc
NL-HaNA,1.04.02,9299,516,https://service.archief.nl/gaf/api/mets/v1/e1e682c5-75e3-4c88-ab94-7258735f9a8a
NL-HaNA,1.04.02,9300,440,https://service.archief.nl/gaf/api/mets/v1/3e35f600-d751-4743-9458-fe73369b9cd2
NL-HaNA,1.04.02,9301,424,https://service.archief.nl/gaf/api/mets/v1/162188e1-8d0c-45ce-bade-211fcd340d4d
NL-HaNA,1.04.02,9302,238,https://service.archief.nl/gaf/api/mets/v1/ba4aae3f-bd4d-451d-8c0e-1addc24adae4
NL-HaNA,1.04.02,9303,300,https://service.archief.nl/gaf/api/mets/v1/c52b6dd9-e256-4a60-b98c-53466c9b1098
NL-HaNA,1.04.02,9304,236,https://service.archief.nl/gaf/api/mets/v1/4d3e5a8c-0aa9-42e7-84ca-bd17e991a481
NL-HaNA,1.04.02,9305,314,https://service.archief.nl/gaf/api/mets/v1/32e27ea2-4314-4118-acc7-f38e3f944f7b
NL-HaNA,1.04.02,9306,560,https://service.archief.nl/gaf/api/mets/v1/a484ecc8-cd3a-42f3-a57c-f0c260522b66
NL-HaNA,1.04.02,9307,538,https://service.archief.nl/gaf/api/mets/v1/4431f303-bc1d-4dc1-9407-6e0f5dd7ec86
NL-HaNA,1.04.02,9308,416,https://service.archief.nl/gaf/api/mets/v1/09ed345a-f17f-4813-8e43-6b9a56d311db
NL-HaNA,1.04.02,9309,462,https://service.archief.nl/gaf/api/mets/v1/6fa6e28f-611e-47f3-b130-22dab71e3a7f
NL-HaNA,1.04.02,9310,536,https://service.archief.nl/gaf/api/mets/v1/e2a9014c-1e5f-41f8-bf8b-65fca489dc00
NL-HaNA,1.04.02,9311,532,https://service.archief.nl/gaf/api/mets/v1/a3b99d38-e029-49de-9657-daba4c0bddba
NL-HaNA,1.04.02,9312,354,https://service.archief.nl/gaf/api/mets/v1/47050683-8894-4403-9e9e-1ca155e42170
NL-HaNA,1.04.02,9313,420,https://service.archief.nl/gaf/api/mets/v1/c9e3a4ee-c2cd-40f4-937c-4e47ed00fdb2
NL-HaNA,1.04.02,9314,362,https://service.archief.nl/gaf/api/mets/v1/518eccf7-b2ef-47c7-a687-f926450563ac
NL-HaNA,1.04.02,9315,230,https://service.archief.nl/gaf/api/mets/v1/42ff7e1b-3922-44b7-bdc8-beb196bd36b1
NL-HaNA,1.04.02,9316,266,https://service.archief.nl/gaf/api/mets/v1/911391a8-6588-406c-a71f-4188bda523c3
NL-HaNA,1.04.02,9317,224,https://service.archief.nl/gaf/api/mets/v1/01ee1e61-47cd-40c4-90fb-68b9846cf600
NL-HaNA,1.04.02,9318,410,https://service.archief.nl/gaf/api/mets/v1/25b1f508-7dfd-4766-91be-22b1b6156e8d
NL-HaNA,1.04.02,9319,276,https://service.archief.nl/gaf/api/mets/v1/fe365226-1619-472b-836e-7cc5e5dde3fd
NL-HaNA,1.04.02,9320,314,https://service.archief.nl/gaf/api/mets/v1/cbc25a97-71a8-43cf-a598-0adf7ba4312f
NL-HaNA,1.04.02,9321,150,https://service.archief.nl/gaf/api/mets/v1/9f6302aa-b380-43c3-a235-49ab124e2028
NL-HaNA,1.04.02,9322,130,https://service.archief.nl/gaf/api/mets/v1/cdb0e7f8-63e2-4b76-818f-162b109d18a0
NL-HaNA,1.04.02,9323,142,https://service.archief.nl/gaf/api/mets/v1/fa1c2d55-b809-4347-8ed6-274575a7b614
NL-HaNA,1.04.02,9324,104,https://service.archief.nl/gaf/api/mets/v1/795b52a2-69eb-42f3-8008-56630a4957c8
NL-HaNA,1.04.02,9325,140,https://service.archief.nl/gaf/api/mets/v1/1786ad10-4710-4075-a72b-d7e5b7179c60
NL-HaNA,1.04.02,9326,154,https://service.archief.nl/gaf/api/mets/v1/b6f85db8-0a74-4f7e-9e16-0ad131cd6bc9
NL-HaNA,1.04.02,9327,240,https://service.archief.nl/gaf/api/mets/v1/3d6695de-8f92-4bb6-9aac-8ff7203304be
NL-HaNA,1.04.02,9328,130,https://service.archief.nl/gaf/api/mets/v1/f66bd97d-7eeb-4e1c-895d-de4e90750535
NL-HaNA,1.04.02,9329,372,https://service.archief.nl/gaf/api/mets/v1/64a052d7-c0f5-495b-8861-f2482cd3163a
NL-HaNA,1.04.02,9330,304,https://service.archief.nl/gaf/api/mets/v1/aa7c0c99-9435-4704-bad5-1422f8f8643f
NL-HaNA,1.04.02,9331,1254,https://service.archief.nl/gaf/api/mets/v1/eb22516f-e52c-4681-84b1-cf84f4ac4925
NL-HaNA,1.04.02,9332,854,https://service.archief.nl/gaf/api/mets/v1/57407a4b-4aac-49a4-b231-7e401a5e2dfc
NL-HaNA,1.04.02,9333,72,https://service.archief.nl/gaf/api/mets/v1/f74a953c-1b76-4744-a8cb-d232c5b0e06d
NL-HaNA,1.04.02,9334,268,https://service.archief.nl/gaf/api/mets/v1/989c8cfb-fed8-496f-884e-f1b118911462
NL-HaNA,1.04.02,9335,212,https://service.archief.nl/gaf/api/mets/v1/a69852e7-80b9-4aea-9ff2-aaa11f761029
NL-HaNA,1.04.02,9336,64,https://service.archief.nl/gaf/api/mets/v1/31d175f7-1727-4172-a5e9-e8c6ff08cd75
NL-HaNA,1.04.02,9337,844,https://service.archief.nl/gaf/api/mets/v1/0fe91b40-bb60-4909-aedb-6931ba00c1b7
NL-HaNA,1.04.02,9338,1328,https://service.archief.nl/gaf/api/mets/v1/9162bfc9-9b9e-4313-b504-01732af93302
NL-HaNA,1.04.02,9339,1306,https://service.archief.nl/gaf/api/mets/v1/3f1cfa62-ad4f-4b43-9c70-987da4bc2ff4
NL-HaNA,1.04.02,9340,1398,https://service.archief.nl/gaf/api/mets/v1/e5689657-c120-4a06-8648-7481f42456f8
NL-HaNA,1.04.02,9342,514,https://service.archief.nl/gaf/api/mets/v1/935a89f1-e29f-401c-a8f6-335fba4cce0b
NL-HaNA,1.04.02,9343,1442,https://service.archief.nl/gaf/api/mets/v1/4d5cf030-a088-4a68-af58-e1e033263709
NL-HaNA,1.04.02,9344,672,https://service.archief.nl/gaf/api/mets/v1/3d181559-5ae1-4906-8d1a-1a2c1ee8a751
NL-HaNA,1.04.02,9345,2056,https://service.archief.nl/gaf/api/mets/v1/cc06ff7f-9ed9-45a1-a045-53bdf162790d
NL-HaNA,1.04.02,9346,1300,https://service.archief.nl/gaf/api/mets/v1/0e9d5621-1cea-4aa9-8a2a-61cbc1cc6be4
NL-HaNA,1.04.02,9347,690,https://service.archief.nl/gaf/api/mets/v1/e9c002a1-e00e-475b-b47c-612dd28e3770
NL-HaNA,1.04.02,9348,310,https://service.archief.nl/gaf/api/mets/v1/03ac31d8-f025-455b-beeb-cf4b65a17703
NL-HaNA,1.04.02,9349,1378,https://service.archief.nl/gaf/api/mets/v1/c7db007b-5f59-4e3f-a7be-103de1276c2f
NL-HaNA,1.04.02,9350,788,https://service.archief.nl/gaf/api/mets/v1/da1a4dc1-464c-495c-9e25-f72cc20ac78b
NL-HaNA,1.04.02,9351,1316,https://service.archief.nl/gaf/api/mets/v1/4b8d8076-b53d-48ab-9719-a70d693b3f6f
NL-HaNA,1.04.02,9352,942,https://service.archief.nl/gaf/api/mets/v1/9a1a6b4f-862a-41b2-be58-1711e14fe886
NL-HaNA,1.04.02,9353,1128,https://service.archief.nl/gaf/api/mets/v1/39ba292e-3d89-4fe2-b785-1f6d154a0918
NL-HaNA,1.04.02,9354,662,https://service.archief.nl/gaf/api/mets/v1/6d6c3705-230c-47e9-b079-82780866baca
NL-HaNA,1.04.02,9355,1088,https://service.archief.nl/gaf/api/mets/v1/c7a82cd4-b5d6-4e25-adf8-645cc1355903
NL-HaNA,1.04.02,9356,1012,https://service.archief.nl/gaf/api/mets/v1/928252ec-b23f-42b4-936f-65fb7025a3c8
NL-HaNA,1.04.02,9357,954,https://service.archief.nl/gaf/api/mets/v1/2654fb4c-dde2-474b-a56e-d29e792a76b1
NL-HaNA,1.04.02,9358,786,https://service.archief.nl/gaf/api/mets/v1/ebced053-72f2-4910-811a-c5437beaf260
